,id,type,commentscount,likescount,ig_timestamp,videoviewcount,videoplaycount,videoduration,row_index,hashtag_index,index_num,hashtag
199,3.075854765464166e+18,Sidecar,1.0,17.0,2023-04-07 18:01:40,,,,199,1626,1626,ExpandOpportunity
200,3.075854765464166e+18,Sidecar,1.0,17.0,2023-04-07 18:01:40,,,,200,1634,1634,ExpandOpportunity
201,3.075854765464166e+18,Sidecar,1.0,17.0,2023-04-07 18:01:40,,,,201,1638,1638,ExpandOpportunity
202,3.075854765464166e+18,Sidecar,1.0,17.0,2023-04-07 18:01:40,,,,202,1648,1648,ExpandOpportunity
203,3.075854765464166e+18,Sidecar,1.0,17.0,2023-04-07 18:01:40,,,,203,9,9,ComputerClasses
204,3.075854765464166e+18,Sidecar,1.0,17.0,2023-04-07 18:01:40,,,,204,10,10,ComputerWorkshops
205,3.075854765464166e+18,Sidecar,1.0,17.0,2023-04-07 18:01:40,,,,205,11,11,TechWorkshops
206,3.075854765464166e+18,Sidecar,1.0,17.0,2023-04-07 18:01:40,,,,206,764,764,TechWorkshops
207,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,207,12,12,interviews
208,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,208,653,653,interviews
209,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,209,1061,1061,interviews
210,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,210,13,13,career
211,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,211,189,189,career
212,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,212,422,422,career
213,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,213,497,497,career
214,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,214,698,698,career
215,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,215,784,784,career
216,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,216,1040,1040,career
217,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,217,1057,1057,career
218,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,218,1291,1291,career
219,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,219,14,14,interviewing.
220,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,220,15,15,ExpandOpprtunity
221,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,221,16,16,Interviewtips
222,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,222,17,17,workshop
223,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,223,354,354,workshop
224,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,224,18,18,Collegeworkshop
225,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,225,19,19,KKCF
226,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,226,705,705,KKCF
227,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,227,758,758,KKCF
228,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,228,808,808,KKCF
229,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,229,834,834,KKCF
230,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,230,907,907,KKCF
231,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,231,945,945,KKCF
232,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,232,1434,1434,KKCF
233,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,233,20,20,Coding
234,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,234,60,60,Coding
235,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,235,1017,1017,Coding
236,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,236,1188,1188,Coding
237,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,237,1203,1203,Coding
238,3.070078623458052e+18,Image,0.0,17.0,2023-03-30 18:45:16,,,,238,1230,1230,Coding
