id,name,shares,likes,loves,wow,cares,sad,angry,haha,reactions_count,comments,content,posted_on,video,image,post_url
pfbid02eZmW26bPod8M4tUKcbq3zuwXoFKjuChMKLTMmNA5Q7ToxdRDi6WbhkPg5pL9Addkl,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,"To gear up for this year, TKH had an amazing #retreat in upstate NY. We are so excited for what’s to come in the future!#funwithcolleagues #staffretreat #backtonature #staycation #teamspiritbuilding",2023-02-13T00:00:00,['blob:https://www.facebook.com/822d1181-1d2f-4ac9-9155-86b6885289f4'],https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/331250273_2022662781270703_8356704336513177870_n.jpg?stp=dst-jpg_s960x960&_nc_cat=109&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=4HdGP-mZc1IAX8i11eD&_nc_ht=scontent-iad3-1.xx&oh=00_AfB97bzSB4xIUZ8IiqKweloYTRNrJQyuiuqH0qMUjqKfpg&oe=644369F5,https://www.facebook.com/theknowledgehouse/posts/pfbid02eZmW26bPod8M4tUKcbq3zuwXoFKjuChMKLTMmNA5Q7ToxdRDi6WbhkPg5pL9Addkl?__cft__[0]=AZVV5SDJWfbbhlv-CalTa_ndbJttctYZP5ZCGYRfeg8Kk4sr7XiW-VnEKPEe01DkXIUC8VQFdQSX_mHC3mhE8b4fy0OWJA51DHk664nJ1flXKLkeUE34978W9FEnh0T8hKkz6_kEaNPZ6WQ8Bj3TtkopF2YlOoA9h_O0hUPtddpPYxCG0dOMscbB0MQqZkv-OJwj7yI5JgaJ_vkULmto8aLTfpj3Thl0zmMCVVyMWi5PjA&__tn__=%2CO%2CP-R
5430079937098678,"The Knowledge House Fellowship, Inc.",0,2,0,0,0,0,0,0,2,0,"Meet our #TechTalent! This is Rafael Lopez, an up-and-coming #innovator on our #WebDevelopment Track based here in #NYC.""Technology has always been a big part of my life. I gravitated towards learning JavaScript as it’s been around for such a long time, and the name was recognizable. I hope to develop various creative websites and projects in the near future. During this journey, I also hope to inspire the new generation of kids in my family and show that there are other routes to take in life besides going straight to college.""Recently, Rafael has performed research to use new technologies for his programming journey. Congrats on your achievements!#ExpandOpportunity #StudentSpotlight #TechSpotlights #Tech",2023-02-11T00:00:00,[],https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/328879607_586066249719245_4592761224122432666_n.png?stp=dst-png_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=2c4854&_nc_ohc=L15E6p4hYTQAX--Vr0a&_nc_ht=scontent-iad3-1.xx&oh=00_AfDbJKuxhQcA_uO_N6bSOaWKccshIj7fakSIsUlTEVE00A&oe=6444B179,https://www.facebook.com/theknowledgehouse/photos/a.486777538095634/5430079937098678/?__cft__[0]=AZWuG-Svu0spgqV32y0LD9CGARITpwBwm5g43FezVd9huarKQ0qNbQkrfx4NDhMYnQTuGv7hHcWtnhQdcOYYb3Y8y6qfBwHl6OE9G0j9df9_S-vR2Qd_V3k8_wnY3ALgmvSPZ9aTuC1VQ5_3-rK95S7HlAo4ODX3mmChVs-Tfke4BQGiMMtacvI3Qb58nl35uHmzHHAPWvwiGEh42gPNrmCJ&__tn__=%2CO%2CP-R
5414502905323048,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,"#BlackHistoryMonth at The Knowledge House is about celebrating #resilience, #innovation, and the determination of a population who have been integral to building the workforce in this country. It’s about working towards a more #inclusive and diverse society where everyone can #ExpandOpportunity, especially in a future-facing sector like #technology. We are so proud of our Black Fellows, Staff, and Co-Founder who have helped and continue to help the organization thrive.#nonprofit #BHM",2023-02-06T00:00:00,[],https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/326826158_685633999970687_6172993024592188236_n.png?stp=dst-png_p526x296&_nc_cat=103&ccb=1-7&_nc_sid=2c4854&_nc_ohc=uT97NIWydikAX9ZGM-t&_nc_ht=scontent-iad3-2.xx&oh=00_AfB8P-mnZEPvBxOpvRfDSbMqf8mhC-MuFg8xCTWzmeIXng&oe=64430711,https://www.facebook.com/theknowledgehouse/photos/a.486777538095634/5414502905323048/?__cft__[0]=AZVDzVqjgnzQfek51kj57W9d2BINhqQt2GM_CzzxK1TbTOALGXk9Q08fK-J1mwu5MjRgl9rjvLyAmAbOkjbsUBUZKhPbTu4vd8WYNxIfSTarBy-S9tISOCQYxyHeWhoI98Th_T0YljX6Yk5-rfcvuAU8qkcBtMSP8rJw7A9zlbwSIMqvfRmI4IJpsAv91Z9iVoOFTmQEMzoqtUDoGuSFvz1E&__tn__=%2CO%2CP-R
5386016024838403,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,"#CyberSecurity is critical in an increasingly online world. TKH offers training in this leading #tech area as one of our technical learning tracks. As we think of #dataprivacyday, we encourage new and innovative ways to protect the data of internet surfers and are excited to empower the next generation of #digitalprivacy #technologists.Applications are opening soon!#ExpandOpportunity #dataprivacy",2023-01-28T00:00:00,[],https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/327455095_919751189202654_1378859503463197891_n.png?stp=dst-png_p526x296&_nc_cat=106&ccb=1-7&_nc_sid=2c4854&_nc_ohc=fM8iUL4OB3gAX_8xH8w&_nc_ht=scontent-iad3-2.xx&oh=00_AfCvlRt4-uWga-sTSwBparg_4vtYxYTxKw_mxTscv6-stA&oe=644410F3,https://www.facebook.com/theknowledgehouse/photos/a.486777538095634/5386016024838403/?__cft__[0]=AZWUomtesd_B85aGqc03siWH1rddc0FKhBwtB_6UUTUJDurS8KcrUGloZ9SPeXXRf8RRvdQT2iPMTeG8tUFdfDRAV2pywrazVfbajtWOcwq6bYUeUVqh6p6bWIIc3RjMHRJYXRyiZ1e95KrPQhqYMf6agD6lc9obO81cpIGkLZTsNLFpFyM_cjGstPUtdaD6RoSjKCKi-_FjApkyVIPVw71i&__tn__=%2CO%2CP-R
pfbid02C289EtLheq7wB1sNDgEu4BxcbigXBmcFEmJBpeSXQUFyj25gM5HQL3GFawGFiMfUl,"The Knowledge House Fellowship, Inc.",0,1,0,0,0,0,0,0,1,0,#Day 2 of #Retreat ! #team #coffeetime #NonProfit #teambuilding #TKHMoments #morningcoffee,2023-01-26T00:00:00,['blob:https://www.facebook.com/6e2a1ed0-56d0-43e9-8e23-c906c3248a39'],https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/327354735_534488528483873_2273161219000451719_n.jpg?stp=dst-jpg_s960x960&_nc_cat=102&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=dvZR-zptq2gAX97fdkI&_nc_ht=scontent-iad3-1.xx&oh=00_AfAFjUCn1J4rBwY_NwJ4xGydPLj-T88AQuY-23pad9NNBQ&oe=64438A07,https://www.facebook.com/theknowledgehouse/posts/pfbid02C289EtLheq7wB1sNDgEu4BxcbigXBmcFEmJBpeSXQUFyj25gM5HQL3GFawGFiMfUl?__cft__[0]=AZWJznsMEOQiDcb7fUolYmH0qwjbjiYKtVjyItVRwILucaPgpZvyO6VG6Ya8ZDWHplZk7Ri5gbK30hQzlx9gW2nor3UT_LCnF8N7Ms9dHEvy_jw6xt129rnNqGUVNtcPDqat2-z9JxRnBR9HhniH3poh8G8QDPPUB29ozE9ODXsE2gFU5BnpYcTiHGU1GAVfJKpbVRBCVPoegcsky7-JvlN7bMZphpnGYm-UmP3pQOIkTw&__tn__=%2CO%2CP-R
pfbid02UzYVqjXByZwCZvH6f5nf99k8fjoiQsaukTpwd7w7PhAhq27eoTV32KoCLG9wQRHvl,"The Knowledge House Fellowship, Inc.",0,1,0,0,0,0,0,0,1,0,#Day1 of #Retreat ! #team #goldenhour #NonProfit #teambuilding #TKHMoments,2023-01-25T00:00:00,['blob:https://www.facebook.com/bdca6582-5645-4976-bc78-da964197d63e'],https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/326119877_924588725363530_8474695624379547385_n.jpg?stp=dst-jpg_s960x960&_nc_cat=105&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=UW6tcDg-lDQAX9cqXai&_nc_ht=scontent-iad3-2.xx&oh=00_AfDYbDE6gors61tHX1Ab2zhOuT3OiAbsUiMqZwvc21sPtw&oe=6443D251,https://www.facebook.com/theknowledgehouse/posts/pfbid02UzYVqjXByZwCZvH6f5nf99k8fjoiQsaukTpwd7w7PhAhq27eoTV32KoCLG9wQRHvl?__cft__[0]=AZUvIyC0v1_7mIz3M8_ezc0cnhmWtp6ev1SHyg6QsIu9WHSsHOXz8yXfqxvUtrrZndw-C3w_rT6c0efR0AWyfymGzkAk-xeUdUJR0Pg9yxT_wa54FR1qkiqO2McmnZ3uRe2Wf2_GmiD7_3vU_Haye1XWKxBbeneH4aIFbcDO60PrY8T9jiEiyoyaMLmKFhPico6uayLZt_P1lfxMHSazuT5ncX_QR5OuFjt3q6OHaduwgQ&__tn__=%2CO%2CP-R
5373596782746994,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,TKH has created V.I.P (The #Volunteer Impact Program) for volunteers and partners who want to support our students and graduates. Your impact will contribute to the growth and empowerment of an underrepresented population of talent looking to begin careers in #tech. Fill out this form if you're interested in volunteering your time:  https://bit.ly/TKH-Volunteer#ExpandOpportunity #VolunteerOpportunities #NonProfit #Mentorship #MockInterviews,2023-01-24T00:00:00,[],https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/324502192_4244785612312353_289382422634552442_n.png?stp=dst-png_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=2c4854&_nc_ohc=6ZalzlYbj2kAX8QDorH&_nc_ht=scontent-iad3-1.xx&oh=00_AfDm8c0eBUlrS9WrjzmDYZv3b6tlAA1kqw16YGaKCmsxew&oe=6443503B,https://www.facebook.com/theknowledgehouse/photos/a.486777538095634/5373596782746994/?__cft__[0]=AZWVGpYYrqE2OjKqAdv36aHUfD1eYv3rmRgirm0hUO_skXaT7x5TugmkjSFkbv5xKE79evemb6U0abcRwZU6ELgrY8KcDlZyLYji7o3iYhz682mKgXr6GmNi3JSSLNNKxv4craE5mjZSh-6sgHrQREJPcAeFff8YwYk9MiCHMHHRU2Nc1Hniu8cxW96AlZjj9bFb0JA_fm9gLYE3MEkjzrin&__tn__=%2CO%2CP-R
pfbid0GLS8fPTD4vR4imvMJSwihYjr3TRGsegEaTM9xhHJoZaW6QonrEBMUT6tHvmM45mYl,"The Knowledge House Fellowship, Inc.",0,1,0,0,0,0,0,0,1,0,"Our Fellowship Campaign was a resounding success, and we exceeded our goal! We want to thank all of you who supported us in funding our aspiring #technologists on their journey to economic independence and rewarding #techcareers. As we gear up for recruitment season, we are excited and ready to reach more young people from #NewYorkCity, #Newark, #LosAngeles, and #Atlanta.#ExpandOpportunity #Tech #Techjobs #Bronx",2023-01-23T00:00:00,['blob:https://www.facebook.com/fbd242b6-05ea-42e1-95ee-ba6b9f938a47'],https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/324952160_487342416902933_6128844356585292025_n.jpg?stp=dst-jpg_p960x960&_nc_cat=103&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=3xp_7RI3_fAAX9EF4wj&_nc_ht=scontent-iad3-2.xx&oh=00_AfB7Vw-ApnSUPw48SpA9NMvDk340BJKKQN7-MEsi9f4baQ&oe=6443B77D,https://www.facebook.com/theknowledgehouse/posts/pfbid0GLS8fPTD4vR4imvMJSwihYjr3TRGsegEaTM9xhHJoZaW6QonrEBMUT6tHvmM45mYl?__cft__[0]=AZXL9VA8jwyNGMJ9GdH4brl4rUeAaZqpcMz2j-vCGB0viap1Oo_YdZ084l0epxKjcgrkHcH9ZJwAIUJVzfYJRuoFD5i9NC28OlD5UAhvjjLseSGzxKqQP4Zvdebbp07yV3NTqSLDVEU38uc7ZWi6JNH75RbCwhKRlcqmRxAWBsrqXEkfVgdu6HW-lJZGHHd0QhwY81CGLat4OVsDw6MJZyQN_pd34FabD76TNqZae_-NXA&__tn__=%2CO%2CP-R
pfbid0N9EmER4AADjsFdiJqxD2YfhcoBaXFbGEkciQA6fF9A3HmmvrSHHKkK94xLm9hw5ql,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,Looking for potential #apprenticeships this year? Here are the top 10 # tech-related jobs you can either apply for or look into today.1. Accenture - https://lnkd.in/dFfU5dVS2. Amazon - https://lnkd.in/d9RfE8GC3. DropBox - https://lnkd.in/dXeH9i7y4. Airbnb - https://lnkd.in/dHPYJbMK5. Google - https://lnkd.in/d_WqzQ3f6. IBM - https://lnkd.in/drDRXh2m7. LinkedIn REACH - https://lnkd.in/dv3ZarTu8. Lyft - https://lnkd.in/dNVYxHjY9. Microsoft LEAP - https://lnkd.in/dFsp6Zjg10. Pinterest - https://lnkd.in/dn-UvVb8#ExpandOpportunity #career #work #jobs #hiring #TechJobs #Google #Amazon #Airbnb #Linkedin #Lyft,2023-01-19T00:00:00,[],https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/326109437_485995060366122_2068620082317981554_n.png?stp=dst-png_p600x600&_nc_cat=101&ccb=1-7&_nc_sid=730e14&_nc_ohc=HyPHGNcp4eEAX_6Kvqq&_nc_ht=scontent-iad3-1.xx&oh=00_AfBXVtALUyUd80Vy7LNGV2pLYVZyNXk2syrPmHntLEiTwQ&oe=64432159 https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/326250344_1211458042789276_4168464817259143892_n.png?stp=dst-png_p600x600&_nc_cat=106&ccb=1-7&_nc_sid=730e14&_nc_ohc=z6gNHqdKHYYAX_-hPIh&_nc_ht=scontent-iad3-2.xx&oh=00_AfBg4Ms5U9CZVKxccKcFZdGXt2Xg0Kxu5x7iwT2Z2Cce4g&oe=644462CB https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/326231097_920836395948410_8971244044306750274_n.png?stp=dst-png_p600x600&_nc_cat=103&ccb=1-7&_nc_sid=730e14&_nc_ohc=B6eQhcj1PtEAX8IP7B6&_nc_ht=scontent-iad3-2.xx&oh=00_AfCbO-9s9PLSEN9SBC3yQqCZzIHL_mFoYkslut4M_GXi1g&oe=6444ABCD https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/326462030_1683754175373502_8709576257379684905_n.png?stp=dst-png_p600x600&_nc_cat=100&ccb=1-7&_nc_sid=730e14&_nc_ohc=I8l2ddQoNZYAX95HDfx&_nc_ht=scontent-iad3-2.xx&oh=00_AfD1LVyZ0iIrYcC86SdMlSRKqYJC02P4iBZXHcvldcMVzw&oe=64437FDD,https://www.facebook.com/theknowledgehouse/posts/pfbid0N9EmER4AADjsFdiJqxD2YfhcoBaXFbGEkciQA6fF9A3HmmvrSHHKkK94xLm9hw5ql?__cft__[0]=AZXKmCCrWQi3b0_g_bBppXynlMIcI1PgvvljupdC5HBHLWD4iZoYsAXYsDtLewlj-4XzT99BPcy6TEl2OurqtZXtu0rUS25YiHH4-ds0i9dbPjipiPRE9GJo44aBKV7QBfS3GP7jkd5ag0QVtPNX0wP369X95_7vqd3GvEvOu2Y0NWy9WJGaT9BNiHFhYclPnHYyVvF8zs9rPXLZ5lIqt7yp&__tn__=%2CO%2CP-R
5353007638139242,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,NYC Communities for Health is having a free #healthfair every 2nd and 4th Tuesday through June at The Knowledge House. Join us on January 24th for the next one.#HIVTesting #healthcheck #nyc #bronx #community #latinx,2023-01-17T00:00:00,[],https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/323777263_1424776568329600_7707341699094387555_n.jpg?stp=dst-jpg_s640x640&_nc_cat=110&ccb=1-7&_nc_sid=2c4854&_nc_ohc=fsMOyhp5nvkAX8uKFzl&_nc_ht=scontent-iad3-1.xx&oh=00_AfDOd64p6YoscJ6TZRNKdSmzB27o1nBTi6Wyh8fxAjSvag&oe=64436356,https://www.facebook.com/theknowledgehouse/photos/a.486777538095634/5353007638139242/?__cft__[0]=AZUEkZs85Tu5qMlO6UHSXK2d7tIbFIOTs3szpFBlsk3-M-apNAf6ChoFpSulSnbdRSofmTPz40LJoKH1IqkehA5wHhijhPwf3uPyJ2wRMEO4jrIuxYBaqURRkZ6vquUFj7igar9x0dqHdPrCcO72BR7mYGwOmaPVQv4yvHAmNHnLxhLnrF0SwVjgPziw-61cpCYKo0z1mRV8uUMoy4pWIve0&__tn__=%2CO%2CP-R
5350075958432410,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,"Honoring Dr. Martin Luther King Jr today & every day. TKH’s mission to empower Black and Brown folks into tech careers aligns with his goals of eradicating poverty in our communities, and we build on the foundation and tenets of the civil rights leaders of yesterday and today.#mlk #martinluther #martinlutherking #ExpandOpportunity",2023-01-16T00:00:00,[],https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/325404722_732351058131415_418081330619988151_n.png?stp=dst-png_p526x296&_nc_cat=103&ccb=1-7&_nc_sid=2c4854&_nc_ohc=FOtNXu2IEUsAX_GGiQt&_nc_ht=scontent-iad3-2.xx&oh=00_AfBJ1Wa4Z2lPRqfQEPgMjRvUHIovEq7LPl7COknSzWSYwA&oe=6443824F,https://www.facebook.com/theknowledgehouse/photos/a.486777538095634/5350075958432410/?__cft__[0]=AZUmqNAEudLWNu-YqPG03ATdhXnj1kys4qnBbkuTqYd6b8NgngfFgr-3PoFgEhinV30_8oBuXhmkX1aWfrx5ujPF831kTmvyNs7ckWrm-aopwkLyvIvGvr6TSuE0xLvI6w14SLr3m2azHCT8nqDxGkr4AiNrs1Lc4esXS0nVBpB7r4rf__TZRomesWBQIfyuG9F_WMSV15tVWcBQQe3z0yt7&__tn__=%2CO%2CP-R
pfbid02CFLZ8B2L9Q1px9ZrpaYy8jncrgtcLyXjbL42zCmbLLUTmtidcc1xtyrCAETcaSWZl,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,"#ThrowbackThursday to when Alex Ortiz, one of our #KKCFATL Fellows, did an impressively produced video about what he thought of our program. Thank you so much for putting together this incredible video! You went above and beyond and killed it!https://youtu.be/XSv9L3X06no#ExpandOpportunity #ATL #TKHATL #TechinATL",2023-01-12T00:00:00,[],https://external-iad3-2.xx.fbcdn.net/emg1/v/t13/4947829038260430388?url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FXSv9L3X06no%2Fmaxresdefault.jpg&fb_obo=1&utld=ytimg.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbGbGoH_pQl8lZdMUEjZxOea7Lx0pwh9xv_lJSqI6zqBJg&oe=64405143&_nc_sid=aeaded,https://www.facebook.com/theknowledgehouse/posts/pfbid02CFLZ8B2L9Q1px9ZrpaYy8jncrgtcLyXjbL42zCmbLLUTmtidcc1xtyrCAETcaSWZl?__cft__[0]=AZWc5zXY9EQw1JPSGlJbN-rySMgEYR_gN6VRA5IKYLu9BCn3rCbKZgHehVOF4TgErds3W4f3RgnbgnSw9qK-k09iHpEREzQnsxaHE4R-2PsM2XH8fcyOa9nsC7hyr9AOKL-a-yDHtMRqyQ7xNz8VQvAnxKRP0d8w9FwBvNYn9VlkYWlKBLO9ufCUJvGamsDFYsFkVPL88n7Cs9ACBKO90dGc&__tn__=%2CO%2CP-R
5335185113254828,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,"We are excited to begin recruitment season this year and speak to organizations about our Fellowships. Thank you, DIY Girls for your interest in exposing young women in #LA to tech! We are building a relationship that will allow us to support a #commandshift to double the percentage of women in tech by 2030. As we expand our #programs, we are making sure to support aspiring women of color into tech careers.#ExpandOpportunity #Tech #TechPrograms #DinnerParty",2023-01-11T00:00:00,[],https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/325306267_2187642211446989_3128761526779976566_n.jpg?stp=dst-jpg_s960x960&_nc_cat=103&ccb=1-7&_nc_sid=2c4854&_nc_ohc=fb1l7FNQytoAX_qEjcL&_nc_ht=scontent-iad3-2.xx&oh=00_AfBSWh-rLRDHPzelaUl2KvHN6dy_1fkJMUnbPkuyUTnacA&oe=6444909D,https://www.facebook.com/theknowledgehouse/photos/a.486777538095634/5335185113254828/?__cft__[0]=AZWMe6Cd141vioXFYR_CkyENLnRf1tEzxEGFL368ytrrSuVQMh1k0c7Y0rR-a8IFSSrphDaIsoQYlTjJr38LeAXLFxKHW6jsfreoiNqerW8mFoPX23mH_aL2UXe42_36Bh2U1jRD5fqPrI4KqgKrCbUm2FFVW_mij9HQFcL0jXUyqvJs6wxIbAK4wSiK7uz7X7vdVciuAsRBA0_XBFLprsMw&__tn__=%2CO%2CP-R
5332280496878623,"The Knowledge House Fellowship, Inc.",0,1,0,0,0,0,0,0,1,0,"There's nothing like talking to a #Fellow about #FutureOpportunites, just to realize you've been on mute the whole time.#TuesdayThoughts #relatabletweets #TechTuesday #Zoom #TKHMoments",2023-01-10T00:00:00,[],https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/325145824_730833331599738_1701619961340563295_n.png?stp=dst-png_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=2c4854&_nc_ohc=LuNK8vHWdh8AX968NNR&_nc_ht=scontent-iad3-1.xx&oh=00_AfA9ilQiWQOhfmVg-O9Vh0O9TCNiLSglfLnHgPERRCwNuQ&oe=64439F20,https://www.facebook.com/theknowledgehouse/photos/a.486777538095634/5332280496878623/?__cft__[0]=AZXTvwTeii1YjdUP8hWlB4pWq-9zyPvZBOqPUKDtI2oMxjCDNphbc_6QESUJI0FopUMjqtcxiMIh7QOXNBHFVoSK9ejQobB-wVCKluVPtTawffUpSsAoKxKR2TLepKHnM884bWHRRxX2LbxUfUWT5EIPp49DXsXjibjUQ_jsEYoOJbqudG0ZUghNLKojcevgV4QBHw08Rp3-Kom17Yk1IM1k&__tn__=%2CO%2CP-R
5321393314634008,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,Heart this post if you can use a nice cup of  and a yummy right now.#TKHMoments #OfficeThoughts #HotChocolate,2023-01-06T00:00:00,[],https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/324189460_964006221454587_7945409121494655055_n.jpg?stp=dst-jpg_p180x540&_nc_cat=100&ccb=1-7&_nc_sid=2c4854&_nc_ohc=i78CqZ2PK_oAX-7_uwz&_nc_ht=scontent-iad3-2.xx&oh=00_AfBBcNOnaXIw6uRKRpBZBHsp_YG9pHGVG81mH50YFtWQxw&oe=64442FDE,https://www.facebook.com/theknowledgehouse/photos/a.486777538095634/5321393314634008/?__cft__[0]=AZUhFeUcU-Z4VgSF1z-_VZMXYqksVDNSvV2uTKz4SRL3WaTxOKLGho5xkESCRU3OcUy-zLjdYX1HpH1l6eA8z5HHZgw61AuI18esBo1G_vXYwmKr4FFhup9t_FsAvpI4YsoDL8SNitpiHzVF9phE3fS1A1dmJUjYMeeHdG07F6iuiSE9AgFW6P7pTTSnoxWQCyjI7OCEys1YASH-aHOvoEbs&__tn__=%2CO%2CP-R
5313422955431044,"The Knowledge House Fellowship, Inc.",0,0,0,0,0,0,0,0,0,0,"Thank you all who came to our last #workshop of the year! For the start of the new year, we’ll be opening up with a new workshop, “Navigating Early #College Years,” where you can get insights from current #collegestudents on how they have navigated their #collegeexperience.Sign up: https://bit.ly/KKCFWorkshops#ExpandOpportunity #highschool #Highschoolworkshops #2023Goals #NewYear",2023-01-03T00:00:00,[],https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/323693371_1528583617644971_3966065586825816904_n.png?stp=dst-png_p526x296&_nc_cat=110&ccb=1-7&_nc_sid=2c4854&_nc_ohc=3spkNbEibB4AX8n6ryT&_nc_ht=scontent-iad3-1.xx&oh=00_AfANVwgqFAVpd0NNpaLTHDJk99Yq2LBlFWnbBo4tnihB7w&oe=64433CD0,https://www.facebook.com/theknowledgehouse/photos/a.486777538095634/5313422955431044/?__cft__[0]=AZVkb6XVMujG5l3F3jbB8t8FR00jaMBvsyKr12Qbf4c3BLHhYn7xP0Ke0KQ6hV-wUa5gBoO6FWhUcBusraw7qfkFyo7sUosKIIHMzQ4S634fUB2IEv-uYoFCt1EwcTJYINv1mLATHr1Jo2LrrsQHbFn7cZHvxXCiX3c-R9Lq2FqC4hdr61OzEJNfzIPBie7xjUQErr-jXrc6SsgmBqBQFXEc&__tn__=%2CO%2CP-R
pfbid0gwbH9rL2zx8keVEoVVV47FbKuZk2qKTzfrEoy8rzfKcNtgNqtQAvRg9MtHijafzhl,"The Knowledge House Fellowship, Inc.",0,1,0,0,0,0,0,0,1,0,"Goodbye 2022, Hello 2023!#ExpandOpportunity #NewYears #NewYearsEve #2023Tech #NewInnovation",2023-01-01T00:00:00,['blob:https://www.facebook.com/7ec97bd0-2df6-46fd-be40-ca8eca3dae79'],https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/318412081_3328185784163915_1820144072370808939_n.jpg?stp=dst-jpg_p960x960&_nc_cat=109&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=ug1Krc-oPfsAX-mmj--&_nc_ht=scontent-iad3-1.xx&oh=00_AfAVg8rO-zlju6_17SMSim19Cg7TcZQ3bgpvZ88v07pJAg&oe=64434C51,https://www.facebook.com/theknowledgehouse/posts/pfbid0gwbH9rL2zx8keVEoVVV47FbKuZk2qKTzfrEoy8rzfKcNtgNqtQAvRg9MtHijafzhl?__cft__[0]=AZXjVDxG-s1y0fRcR39Cr-bUulvBXyWJ9vBpp_wyYlm69sEuTUr2QJ4wz6TjsXFi5WFKSLjuQ7exTkWv_WXbO_tJB-mBpYjcdqg1NRITskmqxq9oKdawlIBcWuPkcurEAR1oamMh-TStiC7H52PQIjOXi_xxGlRI3E-Ev1pJ2-g9PXqkw5_NmyvAEoXRHrKrBkescDGRBgcndnKiPm_iU93JbkP3JXyL-ZUb9aZ0lozy_A&__tn__=%2CO%2CP-R
pfbid02iDrTzSecrrYhwsjscYrBFnPKM9ESYrE81xgtaheZ5g75tKtJ78uZs7dKd11RV1oKl,"The Knowledge House Fellowship, Inc.",0,1,0,0,0,0,0,0,1,0,We are so grateful for all the love and success in 2022. Here’s to the next 12 months . https://youtu.be/MRK-udGUqHE#2022Recap #2022 #NewYear #TKHMoments,2022-12-31T00:00:00,[],https://external-iad3-2.xx.fbcdn.net/emg1/v/t13/8135720284971422408?url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FMRK-udGUqHE%2Fmaxresdefault.jpg&fb_obo=1&utld=ytimg.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbHDrKmBRrTKiwpm2FwZU768Czd5XItPDndK2gybQlOzrQ&oe=6440D1A1&_nc_sid=aeaded,https://www.facebook.com/theknowledgehouse/posts/pfbid02iDrTzSecrrYhwsjscYrBFnPKM9ESYrE81xgtaheZ5g75tKtJ78uZs7dKd11RV1oKl?__cft__[0]=AZUlEdhOIcNA1Pk_V4fjLkmks8Gm1jdbrueb4ZYMWH9nvovtWKav--ZaCRWHyJabdW33iJBgb4JRvE-57BkWMS421TDufsnLLr1Y2i183p9NcAZGzbjWsVkHhMkJFTShupAoJpP84foke5MOQDu06AK1o4mDsFw1useGer7QmVMfhxY2YwpWUc2BS2ZB-hqk57nfWO-6txaKCkSi4VWzY6LA&__tn__=%2CO%2CP-R
